gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc08g007170,116,177,130,82,99,131
Solyc08g007180,25,46,19,9,26,4
Solyc08g007190,147,161,91,177,238,279
Solyc08g007200,2,2,2,0,0,2
Solyc08g007210,19,39,15,1,4,0
Solyc08g007220,574,707,592,1196,1439,1687
Solyc08g007230,2,3,1,3,2,2
Solyc08g007240,3,6,0,0,3,0
Solyc08g007250,16,32,14,6,15,8
Solyc08g007260,6,8,5,11,12,9
Solyc08g007270,0,1,0,0,0,0
Solyc08g007280,40,50,30,47,55,53
Solyc08g007290,0,0,0,0,0,0
Solyc08g007300,60,52,48,65,85,87
Solyc08g007310,38,39,24,35,54,38
Solyc08g007320,86,77,55,68,90,71
Solyc08g007330,14,12,3,3,1,5
Solyc08g007340,540,705,483,563,657,752
Solyc08g007350,4,6,5,14,34,20
Solyc08g007360,744,929,691,972,1172,1290
Solyc08g007370,176,225,167,46,44,62
Solyc08g007380,50,80,49,19,21,19
Solyc08g007390,7,6,10,2,5,0
Solyc08g007400,78,118,79,98,93,63
Solyc08g007410,73,45,55,34,48,24
Solyc08g007420,8,14,9,9,8,8
Solyc08g007430,0,0,0,0,0,0
Solyc08g007440,33,48,35,50,66,48
Solyc08g007450,0,0,0,0,0,0
Solyc08g007460,361,457,130,348,412,483
Solyc08g007470,144,139,111,18,17,21
Solyc08g007480,38,22,21,38,21,21
Solyc08g007490,77,121,78,197,298,196
Solyc08g007500,0,1,0,4,4,7
Solyc08g007510,11,5,8,10,5,6
Solyc08g007520,35,60,48,61,85,75
Solyc08g007530,59,54,39,15,31,30
Solyc08g007540,20,28,17,8,16,8
Solyc08g007550,0,3,2,5,1,2
Solyc08g007560,2,1,6,2,5,8
Solyc08g007570,0,0,0,0,0,0
Solyc08g007580,0,5,1,0,4,0
Solyc08g007590,45,73,31,43,42,32
Solyc08g007600,0,0,0,0,0,0
Solyc08g007610,0,0,0,0,0,0
Solyc08g007620,2,0,0,0,0,2
Solyc08g007630,3,7,3,6,1,0
Solyc08g007640,5,8,3,4,2,0
Solyc08g007650,0,0,0,0,0,0
Solyc08g007660,0,0,0,0,0,0
Solyc08g007670,7,14,1,1,2,0
Solyc08g007680,0,2,0,0,0,0
Solyc08g007690,0,1,0,0,0,0
Solyc08g007700,0,0,0,0,0,0
Solyc08g007710,21,21,17,26,31,36
Solyc08g007720,4,2,3,1,5,5
Solyc08g007730,82,91,79,86,98,130
Solyc08g007740,0,0,1,0,0,0
Solyc08g007750,207,208,206,371,457,312
Solyc08g007760,121,187,124,189,203,145
Solyc08g007770,182,211,181,55,99,41
Solyc08g007780,0,0,0,2,1,2
Solyc08g007790,140,298,64,30,58,27
Solyc08g007800,462,492,333,62,57,81
Solyc08g007810,0,1,0,0,0,1
Solyc08g007820,14,21,16,414,249,383
Solyc08g007830,0,1,1,48,48,40
Solyc08g007840,0,0,0,0,0,0
Solyc08g007850,0,0,0,2,1,1
Solyc08g007860,537,693,421,223,270,192
Solyc08g007890,77,84,58,27,35,45
Solyc08g007900,0,1,2,0,4,0
Solyc08g007910,305,259,285,159,151,201
Solyc08g007920,9,10,5,41,31,25
Solyc08g007930,2,4,3,24,25,17
Solyc08g007940,0,0,0,0,0,0
Solyc08g007950,76,132,67,89,135,69
Solyc08g007960,0,0,0,0,0,0
Solyc08g007970,485,435,341,685,588,863
Solyc08g007980,3,4,3,9,13,8
Solyc08g007990,754,894,768,425,516,461
Solyc08g008000,27,28,9,24,26,18
Solyc08g008010,42,73,48,31,46,27
Solyc08g008020,6,8,3,0,2,3
Solyc08g008030,104,140,124,70,92,99
Solyc08g008040,160,161,147,504,484,616
Solyc08g008050,0,1,0,0,0,2
Solyc08g008060,0,0,0,0,0,0
Solyc08g008070,13,19,22,27,15,32
Solyc08g008080,5,3,6,6,5,4
Solyc08g008100,19,15,10,32,24,18
Solyc08g008110,2,2,0,1,3,1
Solyc08g008120,167,101,151,55,45,53
Solyc08g008130,279,336,264,355,410,485
Solyc08g008140,10,10,11,29,19,17
Solyc08g008150,4,8,3,4,7,5
Solyc08g008160,186,177,135,275,324,340
Solyc08g008170,159,198,163,70,94,75
Solyc08g008180,142,191,173,313,349,382
Solyc08g008190,0,0,0,0,0,0
Solyc08g008200,0,0,0,1,1,1
Solyc08g008210,853,1024,679,750,699,624
Solyc08g008220,4967,6275,5223,4254,5158,4915
Solyc08g008230,137,140,98,73,79,77
Solyc08g008240,2,0,0,6,1,9
Solyc08g008250,61,67,48,57,60,75
Solyc08g008260,0,0,0,0,1,0
Solyc08g008270,24,36,22,0,5,0
Solyc08g008280,294,163,310,962,448,567
Solyc08g008290,1556,2085,1470,1020,1255,982
Solyc08g008300,0,0,0,0,0,0
Solyc08g008310,1,3,1,2,2,1
Solyc08g008320,78,84,90,151,204,205
Solyc08g008330,444,783,522,718,1073,626
Solyc08g008340,2,8,2,4,6,3
Solyc08g008350,405,435,358,478,605,597
Solyc08g008360,0,4,1,0,0,0
Solyc08g008370,183,203,162,649,757,686
Solyc08g008380,38,76,44,63,109,52
Solyc08g008390,0,0,0,0,0,0
Solyc08g008400,0,0,0,0,0,0
Solyc08g008410,71,137,58,180,236,138
Solyc08g008420,0,3,0,2,5,2
Solyc08g008430,1,2,0,2,2,2
Solyc08g008440,1,1,1,0,1,2
Solyc08g008450,0,0,0,0,0,0
Solyc08g008460,341,435,305,242,365,249
Solyc08g008470,83,105,68,47,60,54
Solyc08g008480,0,0,0,31,25,2
Solyc08g008490,460,504,425,700,890,676
Solyc08g008500,0,0,0,0,1,0
Solyc08g008510,303,324,265,399,369,581
Solyc08g008520,62,132,63,86,87,74
Solyc08g008530,400,470,404,327,459,389
Solyc08g008540,0,0,0,0,0,1
Solyc08g008550,120,213,144,104,167,149
Solyc08g008560,0,0,0,0,0,0
Solyc08g008570,0,0,0,0,0,0
Solyc08g008580,2,1,4,1,1,1
Solyc08g008590,180,254,151,311,397,347
Solyc08g008600,10,24,1,0,1,0
Solyc08g008610,8,5,5,20,1,2
Solyc08g008620,0,0,0,0,0,0
Solyc08g008630,0,5,0,6,3,1
Solyc08g008640,0,0,0,0,0,0
Solyc08g008650,0,0,0,0,0,0
Solyc08g008660,0,0,0,0,0,0
Solyc08g008670,21,46,27,44,51,29
Solyc08g013670,15,14,10,5,3,2
Solyc08g013680,4,1,7,0,0,1
Solyc08g013690,0,2,2,1,1,0
Solyc08g013700,2,4,2,4,4,1
Solyc08g013710,75,90,46,67,108,74
Solyc08g013720,2,1,0,1,4,2
Solyc08g013730,58,74,54,173,123,122
Solyc08g013740,0,1,0,0,0,0
Solyc08g013750,0,0,3,0,0,0
Solyc08g013760,17,27,9,10,4,4
Solyc08g013770,8,8,1,5,4,1
Solyc08g013780,0,0,0,0,0,0
Solyc08g013790,0,0,0,0,0,0
Solyc08g013800,0,1,0,0,2,0
Solyc08g013810,0,0,0,0,0,0
Solyc08g013820,44,62,38,40,47,38
Solyc08g013830,0,0,0,0,0,0
Solyc08g013840,2,4,1,9,14,0
Solyc08g013850,4,9,6,12,10,16
Solyc08g013860,323,423,255,247,303,264
Solyc08g013880,118,132,121,111,128,178
Solyc08g013890,42,41,34,89,96,143
Solyc08g013900,19,47,18,168,279,306
Solyc08g013910,0,0,0,0,0,0
Solyc08g013920,0,0,0,0,0,0
Solyc08g013930,0,0,0,0,0,0
Solyc08g013940,7,15,9,8,7,6
Solyc08g013950,0,0,0,0,0,0
Solyc08g013960,0,0,0,0,0,0
Solyc08g013970,0,0,0,0,0,0
Solyc08g013980,26,20,10,15,30,31
Solyc08g013990,234,290,244,124,164,120
Solyc08g014000,128,209,140,24,3,4
Solyc08g014010,200,105,105,259,161,333
Solyc08g014020,16,21,13,38,56,48
Solyc08g014030,0,0,0,1,2,0
Solyc08g014040,37,50,51,72,79,83
Solyc08g014050,0,0,0,1,0,0
Solyc08g014060,182,205,139,127,168,153
Solyc08g014070,3,1,0,0,0,0
Solyc08g014080,31,20,26,23,22,17
Solyc08g014090,0,1,0,1,0,2
Solyc08g014100,71,59,55,70,62,77
Solyc08g014110,0,0,0,0,0,0
Solyc08g014120,239,340,223,78,99,108
Solyc08g014130,8444,9596,7100,27677,39005,21790
Solyc08g014140,0,0,0,0,0,0
Solyc08g014150,88,111,55,23,26,31
Solyc08g014160,0,0,1,5,5,2
Solyc08g014170,2,2,0,0,1,0
Solyc08g014180,0,0,0,0,0,0
Solyc08g014190,0,0,0,0,0,0
Solyc08g014200,0,1,0,0,0,0
Solyc08g014210,0,2,1,0,0,0
Solyc08g014220,20,9,14,46,68,59
Solyc08g014230,0,0,0,0,0,0
Solyc08g014240,0,0,0,0,0,0
Solyc08g014250,0,1,1,1,1,0
Solyc08g014260,0,0,1,0,2,0
Solyc08g014270,0,0,0,0,0,0
Solyc08g014280,1,1,0,6,1,1
Solyc08g014290,43,101,46,31,70,56
Solyc08g014300,30,35,22,131,140,114
Solyc08g014310,0,0,0,0,0,0
Solyc08g014320,0,0,1,0,1,1
Solyc08g014330,1,2,6,0,0,0
Solyc08g014340,403,514,424,426,620,469
Solyc08g014350,1,0,1,0,0,0
Solyc08g014360,0,0,0,0,0,0
Solyc08g014370,40,86,41,34,45,21
Solyc08g014380,0,0,0,0,0,0
Solyc08g014390,4,7,13,5,2,7
Solyc08g014420,244,311,277,411,464,591
Solyc08g014430,2,0,0,1,0,0
Solyc08g014440,36,33,19,42,52,38
Solyc08g014450,58,103,73,35,36,30
Solyc08g014460,0,0,0,0,0,0
Solyc08g014470,201,260,218,82,90,89
Solyc08g014480,551,738,490,225,225,246
Solyc08g014490,0,0,0,0,0,0
Solyc08g014500,0,0,0,0,0,0
Solyc08g014510,42,50,58,40,50,46
Solyc08g014530,0,0,0,0,0,0
Solyc08g014540,0,0,0,0,0,0
Solyc08g014550,61,71,49,94,121,127
Solyc08g014560,0,0,0,0,0,0
Solyc08g014570,25,32,7,21,26,40
Solyc08g014580,4,1,1,0,3,3
Solyc08g014590,0,0,0,1,1,0
Solyc08g014600,10,14,12,10,18,15
Solyc08g014610,0,0,0,0,0,0
Solyc08g015620,93,97,96,141,208,153
Solyc08g015630,84,129,117,37,33,32
Solyc08g015640,1,1,1,0,0,0
Solyc08g015650,249,328,265,185,207,169
Solyc08g015660,8,4,7,2,6,3
Solyc08g015670,0,0,0,0,0,0
Solyc08g015680,0,0,0,0,0,0
Solyc08g015690,1624,2236,1506,1367,1567,1286
Solyc08g015700,0,0,0,0,0,0
Solyc08g015710,0,0,0,0,1,0
Solyc08g015720,0,0,0,0,0,0
Solyc08g015730,1,3,3,1,2,2
Solyc08g015740,0,0,0,0,0,0
Solyc08g015750,1,0,1,1,1,2
Solyc08g015770,5,6,3,2,4,4
Solyc08g015780,237,277,214,169,176,179
Solyc08g015800,4,1,2,4,7,8
Solyc08g015810,0,0,0,0,0,0
Solyc08g015820,1,3,1,0,1,0
Solyc08g015830,0,1,0,1,0,0
Solyc08g015840,1,1,0,0,3,0
Solyc08g015850,0,0,0,0,0,0
Solyc08g015860,453,573,369,666,748,673
Solyc08g015870,372,613,328,293,306,281
Solyc08g015880,0,0,0,0,0,0
Solyc08g015890,0,0,0,0,0,0
Solyc08g015900,0,0,0,0,0,0
Solyc08g015910,0,0,0,0,0,0
Solyc08g015920,0,0,0,0,0,0
Solyc08g015930,0,0,0,0,0,0
Solyc08g015940,0,0,0,1,0,0
Solyc08g015950,0,0,0,0,0,0
Solyc08g015960,148,212,181,65,71,84
Solyc08g015980,0,0,0,0,0,0
Solyc08g015990,221,304,198,183,198,158
Solyc08g016000,17,27,27,2,1,3
Solyc08g016010,131,197,96,80,101,63
Solyc08g016020,76,90,45,48,55,32
Solyc08g016050,157,166,162,36,45,59
Solyc08g016060,14,40,40,3,7,9
Solyc08g016070,104,121,110,41,37,42
Solyc08g016080,327,366,305,429,510,326
Solyc08g016090,176,218,172,452,528,447
Solyc08g016100,0,0,0,0,0,0
Solyc08g016110,0,0,0,0,0,0
Solyc08g016120,0,0,0,0,0,0
Solyc08g016130,0,0,0,0,0,0
Solyc08g016150,2,13,9,21,39,34
Solyc08g016160,0,0,0,0,0,0
Solyc08g016170,178,244,180,196,256,199
Solyc08g016180,735,974,647,1523,1790,1390
Solyc08g016190,45,85,57,48,59,58
Solyc08g016200,42,88,62,29,61,47
Solyc08g016210,43,79,21,100,71,94
Solyc08g016220,4,7,1,23,13,11
Solyc08g016230,0,0,0,0,0,0
Solyc08g016240,0,0,0,0,0,0
Solyc08g016250,0,0,0,0,0,0
Solyc08g016260,0,0,0,0,0,0
Solyc08g016270,2,5,1,6,4,8
Solyc08g016280,1,3,6,0,0,1
Solyc08g016290,5,10,0,4,0,7
Solyc08g016300,0,0,0,0,0,0
Solyc08g016310,1,5,1,5,4,7
Solyc08g016320,0,0,0,0,0,0
Solyc08g016330,0,0,0,0,0,0
Solyc08g016340,1,0,0,1,0,0
Solyc08g016350,0,0,0,0,0,0
Solyc08g016360,0,0,0,0,0,0
Solyc08g016370,0,0,0,0,0,0
Solyc08g016380,1,0,0,0,0,0
Solyc08g016390,0,0,0,2,0,2
Solyc08g016400,0,1,0,0,0,1
Solyc08g016410,0,0,0,0,0,0
Solyc08g016420,108,175,141,202,229,226
Solyc08g016430,1,0,0,0,0,0
Solyc08g016440,15,25,22,155,147,166
Solyc08g016450,0,0,0,1,0,0
Solyc08g016470,1,2,2,0,1,0
Solyc08g016480,17,12,8,8,5,7
Solyc08g016490,0,0,0,0,0,0
Solyc08g016500,4,7,1,18,42,12
Solyc08g016510,305,400,285,547,673,531
Solyc08g016520,0,0,0,0,0,0
Solyc08g016540,0,0,0,0,0,0
Solyc08g016550,2,0,0,0,0,0
Solyc08g016560,0,1,0,0,0,1
Solyc08g016570,0,0,0,0,0,0
Solyc08g016580,0,1,2,1,3,3
Solyc08g016600,14,19,21,16,13,19
Solyc08g016610,16,29,24,17,24,40
Solyc08g016620,1,0,0,0,1,1
Solyc08g016630,0,0,0,0,0,0
Solyc08g016650,0,0,0,0,0,0
Solyc08g016660,0,0,0,0,1,1
Solyc08g016670,815,906,846,451,517,414
Solyc08g016680,10,2,6,3,2,3
Solyc08g016700,0,0,0,0,0,0
Solyc08g016710,0,0,0,0,0,0
Solyc08g016720,16,41,3,63,111,54
Solyc08g016730,0,0,0,0,0,0
Solyc08g016740,0,0,0,0,0,0
Solyc08g016750,186,355,236,246,330,205
Solyc08g016760,0,0,0,0,0,0
Solyc08g016770,0,0,1,1,0,0
Solyc08g016780,0,0,0,0,0,0
Solyc08g016790,0,0,0,0,0,0
Solyc08g021790,0,0,0,0,0,0
Solyc08g021800,0,0,0,0,0,0
Solyc08g021810,0,0,0,0,0,0
Solyc08g021820,25,57,24,24,66,15
Solyc08g021830,0,0,0,0,0,0
Solyc08g021840,16,18,19,1,2,1
Solyc08g021850,4,6,4,1,0,0
Solyc08g021860,0,0,0,0,0,0
Solyc08g021870,0,2,0,0,0,0
Solyc08g021880,1,0,0,1,0,0
Solyc08g021890,154,263,169,73,63,51
Solyc08g021900,0,1,1,0,0,1
Solyc08g021910,1154,1321,1035,344,429,492
Solyc08g021920,176,157,171,94,104,139
Solyc08g021930,0,0,0,0,0,0
Solyc08g021940,0,0,0,0,0,0
Solyc08g021950,0,0,0,0,0,0
Solyc08g021960,24,31,26,61,72,86
Solyc08g021970,0,0,0,0,0,0
Solyc08g021980,0,0,0,0,0,0
Solyc08g021990,0,0,0,0,0,0
Solyc08g022000,0,0,1,0,0,0
Solyc08g022010,0,0,0,0,0,0
Solyc08g022020,0,0,0,0,0,0
Solyc08g022030,131,117,117,216,295,248
Solyc08g022040,0,0,0,0,0,0
Solyc08g022050,0,0,0,0,0,0
Solyc08g022060,36,53,34,52,55,51
Solyc08g022070,285,363,265,235,293,298
Solyc08g022080,1054,1226,1008,388,451,379
Solyc08g022090,0,0,0,0,0,0
Solyc08g022100,1,5,8,2,7,6
Solyc08g022110,183,245,243,73,67,63
Solyc08g022120,436,472,411,395,402,377
Solyc08g022130,0,0,0,0,0,0
Solyc08g022140,0,0,0,0,0,0
Solyc08g022150,0,0,0,0,0,0
Solyc08g022160,0,0,0,0,0,0
Solyc08g022170,19,49,68,8,3,13
Solyc08g022180,2,0,0,0,0,0
Solyc08g022190,0,0,0,0,0,0
Solyc08g022200,0,0,1,0,0,0
Solyc08g022210,408,863,492,268,509,231
Solyc08g022220,0,0,0,0,0,0
Solyc08g022240,2,4,1,19,8,8
Solyc08g023240,0,0,0,0,0,0
Solyc08g023250,0,0,0,0,0,0
Solyc08g023260,0,0,0,0,0,0
Solyc08g023270,19,44,23,7,9,2
Solyc08g023280,36,10,26,17,22,15
Solyc08g023310,0,0,0,0,0,0
Solyc08g023320,0,0,0,0,0,0
Solyc08g023330,0,0,0,0,0,0
Solyc08g023340,0,1,0,0,0,0
Solyc08g023350,0,0,0,0,0,0
Solyc08g023360,0,0,0,0,0,0
Solyc08g023370,0,0,0,0,0,0
Solyc08g023380,0,0,0,0,0,0
Solyc08g023390,0,0,0,0,0,0
Solyc08g023400,0,0,0,0,2,0
Solyc08g023410,0,0,0,2,0,0
Solyc08g023420,0,0,0,0,0,0
Solyc08g023430,0,0,0,0,0,0
Solyc08g023440,182,279,179,156,230,168
Solyc08g023460,134,145,132,262,269,279
Solyc08g023470,281,351,243,408,372,470
Solyc08g023480,0,0,0,0,0,0
Solyc08g023490,73,69,68,15,20,17
Solyc08g023500,34,45,23,46,59,55
Solyc08g023510,28,25,14,2,0,1
Solyc08g023520,1,1,0,0,0,0
Solyc08g023530,10,12,11,2,1,1
Solyc08g023540,5,4,0,0,0,0
Solyc08g023550,0,0,0,0,0,0
Solyc08g023560,4,2,1,0,0,2
Solyc08g023570,5,5,9,2,5,4
Solyc08g023580,18,18,28,8,4,5
Solyc08g023590,28,31,33,16,20,27
Solyc08g023600,0,2,2,0,2,0
Solyc08g023630,0,0,0,0,0,0
Solyc08g023640,4,12,10,12,11,6
Solyc08g023650,0,0,0,0,1,0
Solyc08g023660,0,0,0,0,0,0
Solyc08g028660,0,0,0,0,0,0
Solyc08g028670,0,1,0,0,0,0
Solyc08g028680,0,0,0,0,0,0
Solyc08g028690,5,21,7,7,18,4
Solyc08g028700,5,13,14,5,2,2
Solyc08g028730,0,0,0,0,0,0
Solyc08g028740,0,0,0,0,0,0
Solyc08g028750,0,0,0,0,0,0
Solyc08g028760,0,0,0,0,0,0
Solyc08g028770,0,0,0,0,0,0
Solyc08g028780,44,40,10,15,8,7
Solyc08g028790,0,0,0,0,0,0
Solyc08g028800,0,0,0,0,0,0
Solyc08g028810,0,0,0,0,0,0
Solyc08g028820,0,0,0,0,0,0
Solyc08g028830,0,0,0,0,0,0
Solyc08g028840,0,0,0,0,0,0
Solyc08g028850,0,0,0,0,0,0
Solyc08g028860,3,5,6,1,2,2
Solyc08g028870,2,9,4,0,2,1
Solyc08g028880,5,9,14,0,0,2
Solyc08g028890,0,0,0,0,0,0
Solyc08g028900,0,4,6,2,1,3
Solyc08g028910,2,7,12,1,1,3
Solyc08g028920,2,10,15,0,1,2
Solyc08g028930,2,5,9,2,0,2
Solyc08g028940,14,26,47,5,2,22
Solyc08g028950,1,4,14,2,0,4
Solyc08g028970,69,74,58,59,66,57
Solyc08g028980,0,0,0,0,0,0
Solyc08g028990,0,0,0,0,0,0
Solyc08g029000,22,93,14,4,2,3
Solyc08g029010,0,0,0,0,0,0
Solyc08g029020,0,0,0,0,0,0
Solyc08g029030,0,0,0,0,0,0
Solyc08g029040,0,0,0,0,0,0
Solyc08g029050,62,79,51,33,19,15
Solyc08g029060,0,0,0,0,0,0
Solyc08g029070,0,0,0,0,0,0
Solyc08g029080,0,0,0,0,0,0
Solyc08g029090,10,20,17,5,9,10
Solyc08g029110,218,284,222,121,104,87
Solyc08g029120,186,181,155,63,105,93
Solyc08g029130,230,229,217,99,141,190
Solyc08g029140,0,0,0,0,0,0
Solyc08g029150,63,62,58,40,38,58
Solyc08g029160,131,320,138,102,143,99
Solyc08g029170,70,106,75,92,109,99
Solyc08g029180,0,0,0,0,1,0
Solyc08g029190,335,455,290,225,287,250
Solyc08g029200,134,169,142,131,149,199
Solyc08g029210,0,0,0,0,0,0
Solyc08g029220,220,258,201,158,168,181
Solyc08g029230,104,134,98,113,155,171
Solyc08g029240,2,4,3,0,2,2
Solyc08g029250,0,0,0,0,0,0
Solyc08g029260,0,0,0,0,0,0
Solyc08g029270,0,0,0,0,0,0
Solyc08g029280,0,0,0,0,0,0
Solyc08g029290,0,0,0,0,0,0
Solyc08g029300,0,0,0,0,0,0
Solyc08g029310,0,0,1,0,1,0
Solyc08g029330,0,0,0,0,0,0
Solyc08g029340,0,0,0,0,0,0
Solyc08g029350,0,0,0,0,0,0
Solyc08g029360,0,1,1,0,1,0
Solyc08g029380,0,0,1,0,0,1
Solyc08g029390,0,0,0,0,0,0
Solyc08g029400,0,0,0,0,1,0
Solyc08g029410,0,0,1,0,0,0
Solyc08g036410,0,0,0,0,0,0
Solyc08g036420,0,0,0,0,0,0
Solyc08g036430,5,4,4,8,8,5
Solyc08g036440,0,0,0,0,0,0
Solyc08g036450,0,0,0,0,0,0
Solyc08g036470,0,0,0,0,0,0
Solyc08g036480,1,1,1,1,1,3
Solyc08g036490,0,0,0,0,0,0
Solyc08g036500,15,26,7,13,7,11
Solyc08g036510,0,0,0,0,0,0
Solyc08g036520,70,64,45,20,44,33
Solyc08g036530,0,0,1,0,1,0
Solyc08g036540,1,0,0,0,0,1
Solyc08g036550,0,0,0,0,0,0
Solyc08g036560,77,82,50,41,88,81
Solyc08g036570,0,0,0,0,0,0
Solyc08g036580,0,0,0,0,0,0
Solyc08g036590,0,0,0,0,0,0
Solyc08g036600,32,65,35,18,21,13
Solyc08g036610,0,0,2,0,0,0
Solyc08g036620,0,0,0,1,0,1
Solyc08g036630,0,0,0,0,0,0
Solyc08g036640,0,0,2,15,6,29
Solyc08g036650,0,0,0,0,0,0
Solyc08g036660,16,1,2,2,5,4
Solyc08g041660,0,0,0,0,0,0
Solyc08g041670,0,0,0,0,0,0
Solyc08g041680,0,0,0,0,0,0
Solyc08g041690,1,1,1,0,0,0
Solyc08g041700,0,3,0,0,0,0
Solyc08g041710,8,7,7,11,12,9
Solyc08g041720,0,0,0,0,0,0
Solyc08g041730,0,0,0,0,0,0
Solyc08g041740,0,0,0,0,0,0
Solyc08g041750,0,0,0,0,0,0
Solyc08g041760,0,0,0,0,0,0
Solyc08g041770,13,39,15,19,20,8
Solyc08g041780,442,594,477,211,220,230
Solyc08g041790,0,0,0,0,0,0
Solyc08g041800,0,1,0,0,0,0
Solyc08g041810,0,0,0,0,0,0
Solyc08g041820,202,239,143,123,183,141
Solyc08g041830,0,0,0,0,0,0
Solyc08g041850,0,0,0,0,0,0
Solyc08g041860,173,218,194,666,752,955
Solyc08g041870,1471,2277,1484,1170,1433,794
Solyc08g041880,0,0,0,0,0,0
Solyc08g041890,886,912,769,553,576,711
Solyc08g041920,0,0,0,0,0,0
Solyc08g041930,0,0,0,0,0,0
Solyc08g041940,0,0,0,0,0,0
Solyc08g041950,1,2,1,2,2,1
Solyc08g041960,0,0,0,0,0,0
Solyc08g041970,0,0,0,0,0,0
Solyc08g041980,132,233,91,367,416,402
Solyc08g041990,0,0,0,0,0,0
Solyc08g042000,7,14,2,2,1,2
Solyc08g042010,1,0,0,3,8,2
Solyc08g042020,0,0,0,0,0,0
Solyc08g042030,5,12,8,1,3,3
Solyc08g042040,23,32,33,4,2,3
Solyc08g042050,846,1093,940,664,993,637
Solyc08g042060,1,0,1,0,0,0
Solyc08g042070,6,3,5,1,0,1
Solyc08g042080,124,170,109,111,163,126
Solyc08g042090,0,0,0,0,0,0
Solyc08g042100,0,0,1,0,1,0
Solyc08g042110,0,0,1,0,0,0
Solyc08g042120,38,42,31,58,63,62
Solyc08g042130,159,186,178,265,296,251
Solyc08g042140,20,46,39,9,9,12
Solyc08g043140,0,0,0,1,0,0
Solyc08g043150,0,0,0,0,0,0
Solyc08g043160,0,0,0,0,0,0
Solyc08g043170,239,246,189,102,90,117
Solyc08g043180,78,115,52,34,41,11
Solyc08g043190,0,0,0,1,0,0
Solyc08g043200,0,0,0,0,0,1
Solyc08g043220,1,1,0,0,0,0
Solyc08g044220,0,0,0,0,0,0
Solyc08g044230,230,341,203,121,132,115
Solyc08g044240,0,0,0,0,0,0
Solyc08g044250,0,0,0,0,0,0
Solyc08g044260,28,62,25,52,40,44
Solyc08g044270,734,363,498,84,32,78
Solyc08g044280,0,0,0,0,0,0
Solyc08g044300,0,0,0,0,0,0
Solyc08g044310,1,2,3,1,2,2
Solyc08g044320,0,0,0,0,0,0
Solyc08g044330,0,0,0,0,0,0
Solyc08g044340,0,0,1,0,0,0
Solyc08g044350,0,0,1,0,0,0
Solyc08g044360,14,20,28,6,22,14
Solyc08g044370,4,5,4,5,0,0
Solyc08g044380,0,0,1,0,0,0
Solyc08g044390,0,0,0,0,0,0
Solyc08g044400,460,531,393,466,511,579
Solyc08g044410,37,31,22,31,39,50
Solyc08g044420,0,0,0,0,0,0
Solyc08g044440,0,0,0,1,0,0
Solyc08g044450,2,0,2,2,3,6
Solyc08g044460,0,0,0,0,0,0
Solyc08g044470,0,0,0,0,0,0
Solyc08g044480,0,0,0,0,0,0
Solyc08g044490,0,0,0,0,0,0
Solyc08g044500,0,0,0,0,0,0
Solyc08g044510,0,1,1,0,0,1
Solyc08g044520,0,0,0,1,0,0
Solyc08g044530,0,0,0,1,0,0
Solyc08g044540,0,0,0,0,0,0
Solyc08g044550,0,0,0,0,0,0
Solyc08g044560,0,0,0,0,0,0
Solyc08g044570,0,0,1,0,0,0
Solyc08g044590,0,0,0,0,0,0
Solyc08g044600,0,0,0,0,0,0
Solyc08g044610,0,0,0,0,0,0
Solyc08g045620,0,0,0,0,0,0
Solyc08g045630,0,0,0,0,0,0
Solyc08g045640,215,245,155,25,36,34
Solyc08g045650,0,1,1,0,0,0
Solyc08g045660,0,0,0,0,0,2
Solyc08g045670,0,0,0,0,1,0
Solyc08g045680,0,0,0,0,0,0
Solyc08g045690,0,0,0,0,0,0
Solyc08g045710,0,0,0,1,1,1
Solyc08g045720,0,0,0,0,0,0
Solyc08g045730,0,0,0,0,0,0
Solyc08g045740,0,0,0,0,0,0
Solyc08g045750,6,3,1,3,1,1
Solyc08g045760,0,0,0,0,0,0
Solyc08g045770,0,0,0,0,0,0
Solyc08g045780,27,38,27,13,15,11
Solyc08g045790,0,0,0,0,0,0
Solyc08g045800,0,0,0,0,0,0
Solyc08g045810,0,1,1,1,0,0
Solyc08g045830,9,5,8,3,2,3
Solyc08g045840,0,0,0,0,0,0
Solyc08g045850,320,548,370,521,644,444
Solyc08g045860,1,2,3,2,3,3
Solyc08g045870,1,7,12,2,0,8
Solyc08g045880,0,0,0,3,1,1
Solyc08g047880,0,0,0,0,0,0
Solyc08g047890,0,0,0,0,0,0
Solyc08g047900,0,0,0,0,0,0
Solyc08g047910,0,0,0,0,0,0
Solyc08g047920,0,0,0,0,0,0
Solyc08g047940,0,0,0,0,0,0
Solyc08g047950,0,0,0,0,0,0
Solyc08g047960,0,0,0,0,0,0
Solyc08g047970,0,0,0,0,0,0
Solyc08g047980,0,0,0,0,0,0
Solyc08g047990,0,0,0,0,0,0
Solyc08g048000,0,0,0,0,0,0
Solyc08g048010,0,0,0,0,0,0
Solyc08g048020,0,0,0,0,0,0
Solyc08g048030,0,0,0,0,0,0
Solyc08g048050,0,0,0,0,0,0
Solyc08g048060,0,0,0,0,0,0
Solyc08g048070,0,0,0,0,0,0
Solyc08g048080,0,0,0,0,0,0
Solyc08g048090,0,0,0,0,0,0
Solyc08g048100,0,0,0,0,0,0
Solyc08g048110,0,0,0,0,0,0
Solyc08g048120,0,0,0,0,0,0
