logFC	logCPM	PValue	FDR
Solyc03g033930	0	-1.66887626930952	1	1
Solyc03g033940	0	-1.66887626930952	1	1
Solyc03g033950	-0.861362241472834	7.45113312787158	9.05574668438708e-06	6.80101460010186e-05
Solyc03g033960	0	-1.66887626930952	1	1
Solyc03g033970	0	-1.66887626930952	1	1
Solyc03g033980	-0.833842379173451	4.80756173533482	4.13938970076339e-05	0.000274748826717145
Solyc03g033990	0.137635820398992	4.92643906278583	0.498207884022201	0.974087545808719
Solyc03g034000	0	-1.66887626930952	1	1
Solyc03g034010	0	-1.66887626930952	1	1
Solyc03g034020	0.875140916738892	2.94949997844547	0.00661205261612198	0.0265667882911105
Solyc03g034030	0.439956224584662	3.51533336367028	0.368113078634025	0.774849247285962
Solyc03g034040	0.527836397633482	1.83309795745366	0.40121661320651	0.827623957637213
Solyc03g034050	-0.691606393941027	1.42896654798717	0.0868956666157486	0.241178533772786
Solyc03g034060	-1.83869832402239	-1.55503822971442	1	1
Solyc03g034070	3.57330840840213	-1.25217409742762	0.140865446547343	0.362298037976608
Solyc03g034080	0.829089832574048	7.57427554697934	3.51972952896126e-06	2.84794258744182e-05
Solyc03g034090	-0.169168563172245	1.16494311338826	0.789090127119217	1
Solyc03g034100	-0.239912227989416	-0.347694331156702	0.836864067840461	1
Solyc03g034110	0	-1.66887626930952	1	1
Solyc03g034120	0	-1.66887626930952	1	1
Solyc03g034130	0	-1.66887626930952	1	1
Solyc03g034140	1.26932505792318	4.70881889073995	2.38348759591553e-08	2.75904579144529e-07
Solyc03g034150	0.340838704052397	-0.860127236122012	1	1
Solyc03g034160	0.31377939987197	2.74112749599547	0.386086093040969	0.805213605971638
Solyc03g034170	0.609536748119196	3.77213711058169	0.0857763011116364	0.238739569504191
Solyc03g034180	1.04138280939329	6.17793251978452	5.27131834889775e-09	6.72015683928679e-08
Solyc03g034190	-0.224537564818788	3.20392287578005	0.482587048733217	0.951771946919492
Solyc03g034200	0.169338751656843	7.26034033024898	0.315009355682898	0.683665389338167
Solyc03g034210	-0.864235523693836	-0.674496726969389	0.598322539951301	1
Solyc03g034220	1.92684315978898	3.93160251803951	0.00180517426983025	0.00834064487338943
Solyc03g034230	2.45243587644308	-0.931537600594404	0.0943097484742692	0.258369725091981
Solyc03g034240	2.24455711140558	-1.00493626539431	0.149443050013337	0.379364678202715
Solyc03g034250	0.547865586162241	2.95801886202985	0.0628807262794608	0.184042054909974
Solyc03g034260	0.0277787304503162	-1.44578159342707	1	1
Solyc03g034270	-0.276048919027304	3.69744298065445	0.255103419325221	0.586104958181075
Solyc03g034280	0	-1.66887626930952	1	1
Solyc03g034290	0	-1.66887626930952	1	1
Solyc03g034300	-1.86956999707836	-1.55254221346525	0.999999999999992	1
Solyc03g034310	1.88598832036966	-1.55374345716817	1	1
Solyc03g034320	5.51414697567819	6.29982238712889	8.25001536720773e-32	9.84530184388395e-30
Solyc03g034330	-1.51314792643568	0.44701134293843	0.0181080647770949	0.0638414990369719
Solyc03g034340	-0.589073302933862	0.668426243315637	0.337801614711978	0.721853219746653
Solyc03g034360	-1.83868875808184	-1.55503822971442	0.999999999999994	1
Solyc03g034370	0	-1.66887626930952	1	1
Solyc03g034380	0	-1.66887626930952	1	1
Solyc03g034390	0	-1.66887626930952	1	1
Solyc03g034400	0	-1.66887626930952	1	1
Solyc03g034410	0.393468550865659	-0.547491579013748	0.855205918239465	1
Solyc03g034420	1.88597618406878	-1.55374345716817	0.999999999999993	1
Solyc03g034430	-0.695972947753552	7.40615829407259	5.22128581846055e-05	0.000340269117207677
Solyc03g034440	-1.65239873810039	7.70689627842813	6.17632686902284e-21	2.96250418757674e-19
Solyc03g034450	0.945527231007309	3.95272750037695	0.000158294935607544	0.000933612131257335
Solyc03g034460	-2.61408784763139	0.91876143084292	1.47480671452757e-05	0.000106743669811169
Solyc03g036460	-1.35237538940043	-0.495089132921873	0.166014871317722	0.412300538958059
Solyc03g036470	0.182084430610575	1.85596597845172	0.717584885906004	1
Solyc03g036480	0	-1.66887626930952	1	1
Solyc03g037490	-2.67713044559884	-1.4447805322997	0.532900477233424	0.996590902769428
Solyc03g042500	0	-1.66887626930952	1	1
Solyc03g042510	0	-1.66887626930952	1	1
Solyc03g042520	0	-1.66887626930952	1	1
Solyc03g042530	0	-1.66887626930952	1	1
Solyc03g042540	0	-1.66887626930952	1	1
Solyc03g042550	-2.24165545805314	-0.301306306565615	0.0170963420916816	0.0606935873868153
Solyc03g042560	-0.0669957775096323	2.8305439928199	0.900321865154286	1
Solyc03g043570	0	-1.66887626930952	1	1
Solyc03g043580	0	-1.66887626930952	1	1
Solyc03g043590	-1.86957945950752	-1.55254221346525	1	1
Solyc03g043600	-0.945942252127435	5.21094213299128	9.70312687525242e-07	8.69351101643165e-06
Solyc03g043610	-0.452008871423946	0.830141102661428	0.40325890625947	0.830997628629991
Solyc03g043620	0	-1.66887626930952	1	1
Solyc03g043630	-1.8398107016733	-0.258785408806687	0.0359948078387581	0.114678136863904
Solyc03g043640	0.362062005565449	-0.344551953870338	0.84271706400209	1
Solyc03g043650	0	-1.66887626930952	1	1
Solyc03g043660	-2.53516928071512	6.29233699150656	1.03173732609484e-39	2.05914609903996e-37
Solyc03g043670	0.0344698196055964	-1.44467696907439	1	1
Solyc03g043680	0.800990460258922	-0.726934272551925	0.583913328945335	1
Solyc03g043690	0	-1.66887626930952	1	1
Solyc03g043700	0.494510475350734	3.28114457096392	0.165379862706808	0.411006716406342
Solyc03g043710	0	-1.66887626930952	1	1
Solyc03g043720	-1.29269409093175	1.87096570989759	0.00125639468836623	0.00605479022243883
Solyc03g043730	-1.83867921904867	-1.55503822971442	0.999999999999998	1
Solyc03g043740	0.672977271081728	3.08812432622227	0.098994143982937	0.269059218759917
Solyc03g043750	-0.830947755149417	6.20126967640542	3.79396399485863e-05	0.000254300304283837
Solyc03g043760	-1.05133352382384	6.93521212744508	7.13165136458231e-08	7.66926984643823e-07
Solyc03g043770	0	-1.66887626930952	1	1
Solyc03g043780	0	-1.66887626930952	1	1
Solyc03g043790	0	-1.66887626930952	1	1
Solyc03g043810	0	-1.66887626930952	1	1
Solyc03g043820	0	-1.66887626930952	1	1
Solyc03g043830	0	-1.66887626930952	1	1
Solyc03g043840	-1.8386411623656	-1.55503822971442	1	1
Solyc03g043850	-1.52231810916648	6.63478436563338	1.10862438720858e-13	2.64781286757856e-12
Solyc03g043860	-2.15670923666548	-0.0628554138319272	0.0266385335952486	0.0887193206255104
Solyc03g043870	1.97175029779715	0.146005971487762	0.0110788297772946	0.0416920808058201
Solyc03g043880	2.04092012344383	2.72890609971648	1.24345452216301e-07	1.28822927181249e-06
Solyc03g043890	-0.154670955175643	0.212846956294312	0.88670555763822	1
Solyc03g043900	2.2828837564866	5.32542792012034	9.23468249183795e-20	3.95917060363033e-18
Solyc03g043910	0.417792633954238	-1.00598835753113	0.999999999999999	1
Solyc03g043920	-1.51730724190658	-1.17181336361638	0.470057366234758	0.933368526344241
Solyc03g043930	-0.350456292631661	1.10534433982789	0.605990871936624	1
Solyc03g043940	-1.24540450158977	2.41644536203839	0.00100479258996347	0.00495293573763825
Solyc03g043950	-3.67211515612687	3.37195704212066	9.04591179797402e-28	7.79497218382739e-26
Solyc03g043960	-0.674085916949885	4.86488862565085	0.00200989074230222	0.00918541203749328
Solyc03g043970	0	-1.66887626930952	1	1
Solyc03g043980	0	-1.66887626930952	1	1
Solyc03g043990	0	-1.66887626930952	1	1
Solyc03g044000	0.828900511022947	7.01758542828331	1.5937466398297e-06	1.37130920617854e-05
Solyc03g044010	-0.198406652989822	5.36019102588737	0.302055278191253	0.662507019879217
Solyc03g044020	1.84714557673808	2.72830695901744	1.65442784185671e-08	1.95952645512135e-07
Solyc03g044030	-1.61756320150484	1.06503379002185	0.00160481368851718	0.00752706171814371
Solyc03g044040	3.19374436777256	-1.34622185452136	0.263610702512193	0.599833710467722
Solyc03g044050	-1.24654209106284	0.0659931191926858	0.0946595735457478	0.259164538830273
Solyc03g044060	-1.91349213257209	3.87436568442285	1.91898484526242e-10	3.01814251455743e-09
Solyc03g044070	1.90312201221123	-1.55243817593902	1	1
Solyc03g044080	1.23302809190794	4.55197075265142	7.76110711141938e-08	8.28272792434729e-07
Solyc03g044090	-1.8049919984501	-0.0815696657935168	0.0188496256530618	0.0660602432186778
Solyc03g044100	0.976126731464726	1.88334042232764	0.0240506710118763	0.0813804591473672
Solyc03g044110	0	-1.66887626930952	1	1
Solyc03g044120	0	-1.66887626930952	1	1
Solyc03g044140	-0.0973918920941632	6.79041764077545	0.578177788489736	1
Solyc03g044150	-1.9225224335892	2.23668189298093	4.33479745356487e-07	4.11184133214825e-06
Solyc03g044160	-3.09470466944248	1.69273979717239	3.39421732565477e-10	5.13822951473467e-09
Solyc03g044170	0	-1.66887626930952	1	1
Solyc03g044180	-5.30485782488218	-0.506895834197715	0.000858814411186176	0.00429617517390699
Solyc03g044190	-0.907383579377361	6.05932841931028	2.5027847584591e-06	2.07729938592278e-05
Solyc03g044200	-1.26731922709817	4.19836583322466	8.62164493325993e-06	6.50453755371101e-05
Solyc03g044210	0	-1.66887626930952	1	1
Solyc03g044220	-0.942229759871329	2.32472227788115	0.00844218493792377	0.0328852222478159
Solyc03g044230	0	-1.66887626930952	1	1
Solyc03g044240	0	-1.66887626930952	1	1
Solyc03g044250	0.839014306238586	-1.3444701967386	0.999999999999996	1
Solyc03g044260	-0.0490474515468302	5.36490744192916	0.823322766814577	1
Solyc03g044270	0.410748821802948	4.5929700941024	0.047897696116376	0.146627582249065
Solyc03g044280	0	-1.66887626930952	1	1
Solyc03g044290	0	-1.66887626930952	1	1
Solyc03g044300	1.23486180310965	8.90587735096274	1.0779972153385e-11	1.99869777346824e-10
Solyc03g044310	-1.86959386867999	-1.55254221346525	1	1
Solyc03g044320	0	-1.66887626930952	1	1
Solyc03g044330	-1.00211089256921	6.93678646335656	1.20956575194194e-06	1.06286917681396e-05
Solyc03g044340	-2.638591314562	-1.44726108577211	0.512770421181568	0.978266997201221
Solyc03g044350	-0.74472775297702	3.5384515192193	0.00438779190118423	0.0184584917446911
Solyc03g044360	0.0192170546269209	-1.44597531151478	1	1
Solyc03g044370	0.724513013015627	4.13974844028664	0.00544027969197911	0.0223685286364384
Solyc03g044380	1.29958068773634	2.95001617770207	1.77081279129068e-05	0.000126350967337479
Solyc03g044390	0	-1.66887626930952	1	1
Solyc03g044400	-1.83865910055923	-1.55503822971442	1	1
Solyc03g044410	-1.86668856747053	-1.5528125803482	1	1
Solyc03g044420	0.108170585067295	-1.08713869968408	1	1
Solyc03g044430	-0.58655560563164	3.28398528345674	0.0917181291679946	0.252484777773837
Solyc03g044440	-1.25953154023516	-0.734501601077784	0.272163016290398	0.614095170302165
Solyc03g044450	0	-1.66887626930952	1	1
Solyc03g044460	-2.44379469809606	-0.497839929856474	0.0223746515655601	0.0766730338382874
Solyc03g044470	-1.27741865964628	3.62598051530943	8.57246811319139e-07	7.74645069390574e-06
Solyc03g044480	1.90312188594491	-1.55243817593902	1	1
Solyc03g044490	0	-1.66887626930952	1	1
Solyc03g044500	0	-1.66887626930952	1	1
Solyc03g044510	0.229307857317475	2.14687152042504	0.583205925840794	1
Solyc03g044520	-3.20732178631518	-1.34440857157684	0.318168973493148	0.688843762001031
Solyc03g044530	0	-1.66887626930952	1	1
Solyc03g044540	0	-1.66887626930952	1	1
Solyc03g044550	0	-1.66887626930952	1	1
Solyc03g044560	0	-1.66887626930952	1	1
Solyc03g044570	0	-1.66887626930952	1	1
Solyc03g044580	0	-1.66887626930952	1	1
Solyc03g044590	0	-1.66887626930952	1	1
Solyc03g044600	-4.63216117681917	0.970740081525276	1.82580085720081e-09	2.50314198057689e-08
Solyc03g044610	0	-1.66887626930952	1	1
Solyc03g044620	-0.702536785926783	5.14163618250618	0.000511113427489558	0.0026905314531499
Solyc03g044630	0	-1.66887626930952	1	1
Solyc03g044640	0	-1.66887626930952	1	1
Solyc03g044660	0.395413359781147	3.88710265333735	0.114928181598209	0.305154137346969
Solyc03g044670	-2.70181734015741	2.68039887743608	6.15913765059194e-11	1.03377657415228e-09
Solyc03g044690	0	-1.66887626930952	1	1
Solyc03g044700	0	-1.66887626930952	1	1
Solyc03g044710	-0.925430438036468	-0.204212333318126	0.270014033989208	0.611819069162501
Solyc03g044720	1.13657183162612	3.42454320989079	1.45839435887284e-05	0.000105687940109719
Solyc03g044730	2.71122493912651	-1.44457339946711	0.532745178335509	0.996590902769428
Solyc03g044740	-0.443384612174143	-1.16794237190708	1	1
Solyc03g044790	-2.19796533859464	2.33183878025345	9.95581371988091e-09	1.21609406630427e-07
Solyc03g044800	1.89224905970713	-1.55327806426292	1	1
Solyc03g044810	-2.43143558152685	0.0618182653751552	0.00171423745157019	0.00798421727208663
Solyc03g044820	-2.34217577182748	0.585064416040228	0.00114696727568063	0.00558244324913264
Solyc03g044830	-2.59367194170826	-1.44973817592865	0.53313649874388	0.996590902769428
Solyc03g044840	1.89224807968026	-1.55327806426292	1	1
Solyc03g044850	4.09305937205359	3.46033786126453	1.72026952779653e-29	1.71666091643075e-27
Solyc03g044860	-3.0702845868166	-1.35179421634764	0.314293846300567	0.682709851784563
Solyc03g044870	-1.86959384088925	-1.55254221346525	0.999999999999999	1
Solyc03g044880	0.0808214356555734	3.29459282330345	0.79239578758114	1
Solyc03g044890	0	-1.66887626930952	1	1
Solyc03g044900	1.92099917805326	1.43409495582425	0.00106001411298208	0.00519999714686097
Solyc03g044910	0.650450632687028	5.98941074640883	0.0215176458593222	0.0741411499838938
Solyc03g044920	0	-1.66887626930952	1	1
Solyc03g044930	0	-1.66887626930952	1	1
Solyc03g044940	0	-1.66887626930952	1	1
Solyc03g044950	2.69022996027907	-1.44540912021122	0.513207322129179	0.978266997201221
Solyc03g044960	-1.29052344321982	-1.25037027936051	0.676585971787493	1
Solyc03g044970	0	-1.66887626930952	1	1
Solyc03g044980	-0.738537170205765	-1.34677087389508	1	1
Solyc03g044990	0	-1.66887626930952	1	1
Solyc03g045000	-1.25112240503509	-1.25308667395592	0.639957699662474	1
Solyc03g045010	0	-1.66887626930952	1	1
Solyc03g045020	0	-1.66887626930952	1	1
Solyc03g045030	-4.09324431003608	-1.08266276066131	0.0726579446427124	0.208235241576739
Solyc03g045040	0	-1.66887626930952	1	1
Solyc03g045050	0.492081273154931	7.52517026253343	0.00646553202160902	0.0260655363959155
Solyc03g045060	0.751662597031535	5.80811900903421	8.12350371770729e-05	0.000509122746083416
Solyc03g045070	0	-1.66887626930952	1	1
Solyc03g045080	0	-1.66887626930952	1	1
Solyc03g045090	0.433331230266489	7.66995875326521	0.0115262310445367	0.0431512964083255
Solyc03g045100	0	-1.66887626930952	1	1
Solyc03g045110	1.025607907399	3.79416029262268	5.68660015205266e-05	0.000367470345143902
Solyc03g045120	0.0623955389592522	-1.44715767126512	1	1
Solyc03g045130	-2.37397578795754	-0.51119425382652	0.0463809912671474	0.142575257478466
Solyc03g045140	0.738891959282206	3.39858629758597	0.0239689345123747	0.0811829892530221
Solyc03g045150	0	-1.66887626930952	1	1
Solyc03g046160	0	-1.66887626930952	1	1
Solyc03g046170	0	-1.66887626930952	1	1
Solyc03g046180	0	-1.66887626930952	1	1
Solyc03g046190	0	-1.66887626930952	1	1
Solyc03g046200	0	-1.66887626930952	1	1
Solyc03g046220	-1.8386835571237	-1.55503822971442	0.999999999999996	1
Solyc03g046230	0	-1.66887626930952	1	1
Solyc03g046240	0	-1.66887626930952	1	1
Solyc03g046250	-0.293700638798072	0.858577755499632	0.697683300878337	1
Solyc03g046260	0	-1.66887626930952	1	1
Solyc03g046270	2.66463488753618	-1.44716926445853	0.535340447514467	0.996590902769428
Solyc03g046280	0	-1.66887626930952	1	1
Solyc03g046290	0	-1.66887626930952	1	1
Solyc03g046300	0	-1.66887626930952	1	1
Solyc03g046310	0	-1.66887626930952	1	1
Solyc03g046320	0	-1.66887626930952	1	1
Solyc03g046330	0	-1.66887626930952	1	1
Solyc03g046340	1.35310883939773	4.4082416619975	3.20032589876337e-08	3.63076502732295e-07
Solyc03g046350	0.0943765614793981	5.49820418492108	0.62630984140209	1
Solyc03g046360	0	-1.66887626930952	1	1
Solyc03g046370	0	-1.66887626930952	1	1
Solyc03g046380	1.35316790083139	5.69503028896531	8.5213198949736e-06	6.43863959949409e-05
Solyc03g046390	0	-1.66887626930952	1	1
Solyc03g046400	0	-1.66887626930952	1	1
Solyc03g046410	0.128176564954836	0.805362907738069	0.917966684239518	1
Solyc03g046420	0.957088088796785	-1.08589166512008	0.715852421072789	1
Solyc03g046430	0	-1.66887626930952	1	1
Solyc03g046440	0	-1.66887626930952	1	1
Solyc03g046450	-1.54586496873212	6.13964656599307	4.64523180956031e-16	1.44547459722761e-14
Solyc03g046460	0	-1.66887626930952	1	1
Solyc03g046470	0.023114917376819	3.38919992476173	0.929510160569864	1
Solyc03g046480	-1.8696003888158	-1.55254221346525	1	1
Solyc03g046490	0	-1.66887626930952	1	1
Solyc03g046510	0	-1.66887626930952	1	1
Solyc03g046540	0	-1.66887626930952	1	1
Solyc03g046570	-0.783357216541201	4.87052260516873	6.00130365074814e-05	0.000386010875865032
Solyc03g046580	0	-1.66887626930952	1	1
Solyc03g046590	1.14635324332624	5.08501851407041	8.7236297273793e-07	7.86871401409613e-06
Solyc03g051590	0.768795121943108	-0.445027673850495	0.506972629618042	0.978266997201221
Solyc03g051600	0	-1.66887626930952	1	1
Solyc03g051610	0	-1.66887626930952	1	1
Solyc03g051620	0	-1.66887626930952	1	1
Solyc03g051630	1.88598687127391	-1.55374345716817	0.99999999999999	1
Solyc03g051640	0	-1.66887626930952	1	1
Solyc03g051650	0	-1.66887626930952	1	1
Solyc03g051660	-1.93644662763708	-1.0825885011827	0.246087740540148	0.568678457133082
Solyc03g051670	0	-1.66887626930952	1	1
Solyc03g051680	-2.59137832864501	-0.858290296136003	0.0615601759258569	0.180720656829422
Solyc03g051690	-0.701375661390636	-0.928772014644585	0.82293258646363	1
Solyc03g051700	-1.22469128360475	-0.543927615876594	0.35389094449038	0.749912791635186
Solyc03g051710	0	-1.66887626930952	1	1
Solyc03g051720	0	-1.66887626930952	1	1
Solyc03g051730	0	-1.66887626930952	1	1
Solyc03g051740	0	-1.66887626930952	1	1
Solyc03g051750	0	-1.66887626930952	1	1
Solyc03g051760	0	-1.66887626930952	1	1
Solyc03g051770	-0.229838512203354	5.109003090558	0.245753113071444	0.568155805714135
Solyc03g051780	-0.687860407029273	-0.732915676042186	0.582558412797201	1
Solyc03g051790	1.8466136289961	4.71959752017289	9.7910749212678e-17	3.2382348456273e-15
Solyc03g051800	0	-1.66887626930952	1	1
Solyc03g051810	-0.515255318566837	3.50872602035084	0.0892173835053865	0.24669576216192
Solyc03g051820	0	-1.66887626930952	1	1
Solyc03g051880	0	-1.66887626930952	1	1
Solyc03g051890	-1.83868283559421	-1.55503822971442	0.999999999999998	1
Solyc03g051900	0.844548950132679	5.93169213365046	2.24172111738369e-05	0.000156952115410047
Solyc03g051910	0	-1.66887626930952	1	1
Solyc03g051920	0.487819558837093	4.02520669778899	0.0782287618093445	0.221117549353175
Solyc03g051930	0.0841332449988778	2.19263385357683	0.855635591293698	1
Solyc03g051940	0	-1.66887626930952	1	1
Solyc03g051950	-0.286287584392982	2.00227139463461	0.454856773778353	0.909530211493112
Solyc03g051960	1.90312080309092	-1.55243817593902	0.999999999999995	1
Solyc03g051970	0.0962217469491509	4.89638482496224	0.653103257393672	1
Solyc03g052970	0	-1.66887626930952	1	1
Solyc03g052980	0.702130127607981	7.01793307172187	4.85232451968836e-05	0.00031763746200795
Solyc03g052990	0	-1.66887626930952	1	1
Solyc03g053000	-0.141898575897562	3.25635462286492	0.615963262388038	1
Solyc03g053010	0.0460036162873525	5.47025942069695	0.811117512526601	1
Solyc03g053020	-0.0966627315955363	3.17588589640727	0.741895378427211	1
Solyc03g053030	3.52504613386931	-1.25519621136897	0.210410989639606	0.501574851538618
Solyc03g053040	-1.59117687962897	0.109953607125194	0.0413592694257669	0.129319240572572
Solyc03g053050	0	-1.66887626930952	1	1
Solyc03g053060	-1.86962398046082	-1.55254221346525	0.999999999999999	1
Solyc03g053070	0	-1.66887626930952	1	1
Solyc03g053080	-0.673892354304498	3.93872778500073	0.0168689549517584	0.0599598975035531
Solyc03g053090	2.71120983967386	-1.44457339946711	0.532721916342158	0.996590902769428
Solyc03g053100	-0.652178182198393	4.46518912875382	0.00861616897134805	0.0334728381103036
Solyc03g053110	-1.27181879278478	2.55958853909954	0.000186251863118895	0.0010801550518587
Solyc03g053120	0	-1.66887626930952	1	1
Solyc03g053130	0.03581670160988	-1.25528301857868	1	1
Solyc03g053140	-1.09370844284551	-0.605278971696498	0.346789504318705	0.737745596451585
Solyc03g058140	0	-1.66887626930952	1	1
Solyc03g058150	0	-1.66887626930952	1	1
Solyc03g058160	0.0125517282554549	-1.08025769322303	1	1
Solyc03g058170	0	-1.66887626930952	1	1
Solyc03g058180	0	-1.66887626930952	1	1
Solyc03g058190	0.508129157780063	6.72799032264802	0.0240363233512105	0.0813477634750499
Solyc03g058200	0	-1.66887626930952	1	1
Solyc03g058210	0	-1.66887626930952	1	1
Solyc03g058220	0	-1.66887626930952	1	1
Solyc03g058230	0	-1.66887626930952	1	1
Solyc03g058240	0	-1.66887626930952	1	1
Solyc03g058250	0	-1.66887626930952	1	1
Solyc03g058260	0	-1.66887626930952	1	1
Solyc03g058270	0	-1.66887626930952	1	1
Solyc03g058280	0	-1.66887626930952	1	1
Solyc03g058300	0	-1.66887626930952	1	1
Solyc03g058310	0	-1.66887626930952	1	1
Solyc03g058320	0	-1.66887626930952	1	1
Solyc03g058330	0.776743712863001	4.43120529958165	0.190852213054751	0.463088653071012
Solyc03g058340	0.489535805406895	3.11106196236427	0.117248710420408	0.310319028029077
Solyc03g058350	-0.331357074591223	6.50950912247081	0.0897258434569651	0.247854733213936
Solyc03g058360	0	-1.66887626930952	1	1
Solyc03g058370	2.67998562750665	-1.4467069091099	0.512962750179189	0.978266997201221
Solyc03g058380	0.34845767381435	6.74171993672238	0.0581576708412228	0.172353766453588
Solyc03g058390	0.353745345752588	5.67477243488443	0.0667470511000572	0.193676875296765
Solyc03g058400	0	-1.66887626930952	1	1
Solyc03g058410	0	-1.66887626930952	1	1
Solyc03g058420	0	-1.66887626930952	1	1
Solyc03g058430	0.0522842013110396	-1.44799215032201	1	1
Solyc03g058440	0	-1.66887626930952	1	1
Solyc03g058450	0	-1.66887626930952	1	1
Solyc03g058460	0	-1.66887626930952	1	1
Solyc03g058470	0.64024246831591	3.38325034278604	0.0245840914119613	0.0829268326821934
Solyc03g058480	-0.188005408326371	-0.606227133777886	0.999999999999999	1
Solyc03g058490	-1.63051251009372	0.244034576810101	0.0663680679303672	0.192786607697019
Solyc03g058500	0.139443142008845	-0.388246316925936	1	1
Solyc03g058510	0	-1.66887626930952	1	1
Solyc03g058520	0	-1.66887626930952	1	1
Solyc03g058530	0	-1.66887626930952	1	1
Solyc03g058540	0	-1.66887626930952	1	1
Solyc03g058550	0	-1.66887626930952	1	1
Solyc03g058560	0	-1.66887626930952	1	1
Solyc03g058570	0	-1.66887626930952	1	1
Solyc03g058580	0	-1.66887626930952	1	1
Solyc03g058610	0	-1.66887626930952	1	1
Solyc03g058620	0	-1.66887626930952	1	1
Solyc03g058630	0	-1.66887626930952	1	1
Solyc03g058640	0	-1.66887626930952	1	1
Solyc03g058650	0	-1.66887626930952	1	1
Solyc03g058660	0	-1.66887626930952	1	1
Solyc03g058670	0.0141297721578019	-1.25310227464405	1	1
Solyc03g058680	0	-1.66887626930952	1	1
Solyc03g058690	0	-1.66887626930952	1	1
Solyc03g058700	0	-1.66887626930952	1	1
Solyc03g058710	0	-1.66887626930952	1	1
Solyc03g058720	0	-1.66887626930952	1	1
Solyc03g058730	0	-1.66887626930952	1	1
Solyc03g058740	0	-1.66887626930952	1	1
Solyc03g058750	-1.268352335051	-1.25090327612833	0.647044076892066	1
Solyc03g058780	0	-1.66887626930952	1	1
Solyc03g058790	0	-1.66887626930952	1	1
Solyc03g058800	0	-1.66887626930952	1	1
Solyc03g058810	0	-1.66887626930952	1	1
Solyc03g058820	-1.86962188841619	-1.55254221346525	0.999999999999997	1
Solyc03g058830	0	-1.66887626930952	1	1
Solyc03g058840	-2.65548557894227	-1.44504960273617	0.51308755048997	0.978266997201221
Solyc03g058850	0	-1.66887626930952	1	1
Solyc03g058860	-0.253754163308965	3.67836987351252	0.315915080247019	0.685349018662652
Solyc03g058870	0	-1.66887626930952	1	1
Solyc03g058880	0.422462634467534	5.28683768393512	0.0225798905900176	0.0772695960306996
Solyc03g058890	0	-1.66887626930952	1	1
Solyc03g058900	0.390562593046916	-0.0457917536025017	0.724410842732761	1
Solyc03g058910	-2.63676690549123	-1.44752977136862	0.512200433976038	0.978266997201221
Solyc03g058920	2.44735277637731	5.85077537114644	1.1335642373719e-34	1.6609825008951e-32
Solyc03g058930	-0.233965676761219	0.76643860367042	0.763233124225801	1
Solyc03g058940	-1.34068390747183	0.551125058209594	0.0204666429200284	0.0709468066164731
Solyc03g058950	-0.785198385769992	1.30868439493263	0.137379839750251	0.355022302054396
Solyc03g058960	0	-1.66887626930952	1	1
Solyc03g058970	-1.24358780962505	6.63648621830296	2.09744053398735e-10	3.27950551210169e-09
Solyc03g058980	0	-1.66887626930952	1	1
Solyc03g058990	1.26078353182545	3.54767575804612	0.000231027447389231	0.00131372034804091
Solyc03g059000	0	-1.66887626930952	1	1
Solyc03g059010	0.657245068765398	4.76846975682746	0.00232134354137169	0.0104434897216239
Solyc03g059020	0	-1.66887626930952	1	1
Solyc03g059030	-0.979406622760625	4.86604130360343	2.34528194773707e-06	1.95733252100613e-05
Solyc03g059040	0	-1.66887626930952	1	1
Solyc03g059050	-0.745705374824863	-1.34760119388394	1	1
Solyc03g059060	0	-1.66887626930952	1	1
Solyc03g059070	-0.790699446592736	2.37789640549226	0.0646034856210837	0.18832244146423
Solyc03g059080	-2.67713190839773	-1.4447805322997	0.532902171826058	0.996590902769428
Solyc03g059090	-1.58893757051686	-0.86365854395109	0.208519041874266	0.49795356671487
Solyc03g059100	-0.0299829617162243	6.13024143872231	0.870300059244244	1
Solyc03g059110	-1.26542686518885	-1.2541034037823	0.648657187175851	1
Solyc03g059120	0	-1.66887626930952	1	1
Solyc03g059130	0	-1.66887626930952	1	1
Solyc03g059140	1.14396911278907	1.74823496646987	0.00331472741915813	0.0143547249139674
Solyc03g059150	0.692262164540941	2.81803323131134	0.0317433361668714	0.103139112562401
Solyc03g059160	0.56897273166914	3.3118507955297	0.0287095803707496	0.0946187337510697
Solyc03g059170	-0.942612701812773	5.19683275032415	3.58251966903838e-05	0.000241151697124822
Solyc03g059180	-0.61012699552354	5.18602840323149	0.0125836769325256	0.046508444959112
Solyc03g059190	-4.27092821336654	-1.00785612972214	0.0209473153638555	0.0724106530599851
Solyc03g059200	0	-1.66887626930952	1	1
Solyc03g059210	-0.835423976589402	-0.0127516412334204	0.352681075683448	0.747714024130593
Solyc03g059220	0	-1.66887626930952	1	1
Solyc03g059230	0	-1.66887626930952	1	1
Solyc03g059240	0	-1.66887626930952	1	1
Solyc03g059250	-0.988946989374727	4.05372714579175	0.000333039628129859	0.00183142789644745
Solyc03g059260	0.921595158048241	4.3103971459661	0.00028050333136709	0.00156579472084807
Solyc03g059270	0	-1.66887626930952	1	1
Solyc03g059280	0	-1.66887626930952	1	1
Solyc03g059290	0	-1.66887626930952	1	1
Solyc03g059300	0	-1.66887626930952	1	1
Solyc03g059310	0.0694863207847639	5.90620282538548	0.740008239962093	1
Solyc03g059320	-0.344301493482378	3.99333335526845	0.162386996900412	0.404766956744229
