logFC	logCPM	PValue	FDR
Solyc04g005380	0.476286965489542	1.12785469594934	0.371609174093135	0.780552337067216
Solyc04g005390	0	-1.66887626930952	1	1
Solyc04g005400	0	-1.66887626930952	1	1
Solyc04g005410	0.314004218389521	1.34072881473054	0.648278083739693	1
Solyc04g005420	-0.765997982454414	6.73916417082896	8.83730074607651e-06	6.65703992518456e-05
Solyc04g005430	0.151434109377548	3.21947405149885	0.591388910392174	1
Solyc04g005440	0	-1.66887626930952	1	1
Solyc04g005450	-0.495177925162251	6.0968843289746	0.00799706844404708	0.0313588748708698
Solyc04g005460	-0.24219987370095	0.104101059891249	0.745384203630284	1
Solyc04g005470	3.15991564300351	-1.34797125437678	0.320098275523099	0.691364847888046
Solyc04g005480	5.40518253890099	8.91461392862471	4.80576050149951e-139	1.66889644935574e-134
Solyc04g005490	-0.452560265756401	5.43618960051003	0.0266586397523186	0.0887777697237022
Solyc04g005500	-0.213750327852279	5.45930012095268	0.28392114903465	0.629733010316555
Solyc04g005510	-0.58319233248636	2.92522935437268	0.0851855955935068	0.237495197348724
Solyc04g005520	-1.20005282912085	0.170132083388797	0.0777402877606332	0.219915849874838
Solyc04g005530	-0.815087646827187	6.11063988874969	4.05423737052692e-06	3.24031072879835e-05
Solyc04g005540	1.35046695010973	4.44186425474717	1.93473617552857e-07	1.94015544809647e-06
Solyc04g005550	0.511647298196474	1.17479465671035	0.301666360473473	0.66190482720429
Solyc04g005560	1.01413730910945	-0.671835907208527	0.480582185548488	0.949111553545402
Solyc04g005570	-1.67735649617772	-0.351572958998479	0.0685350064971346	0.198054021022384
Solyc04g005580	1.08462310349277	1.01638603031257	0.0369655849045301	0.117372576298767
Solyc04g005590	-0.875463553202158	4.39725015952583	0.000114844689854586	0.000698094091472119
Solyc04g005600	0	-1.66887626930952	1	1
Solyc04g005610	0.764532260175139	3.76050773247513	0.0109661865434719	0.0413219140728245
Solyc04g005620	-3.05307280748762	-0.166323061294371	0.00063778592007671	0.00329295147881414
Solyc04g005630	-1.51535297988083	5.71142338312114	2.27019670831516e-11	4.02230209641125e-10
Solyc04g005640	0	-1.66887626930952	1	1
Solyc04g005650	-0.661328321535958	5.71471271273606	0.000742189505456076	0.00376886686271456
Solyc04g005660	1.88602514529892	-1.55374345716817	0.999999999999992	1
Solyc04g005670	1.64052302799471	7.23822472060947	1.11810516698068e-18	4.40231724872313e-17
Solyc04g005680	-0.0191464168102956	6.52338343799984	0.920642808383203	1
Solyc04g005690	0.321806713437998	7.1159873146419	0.059062787536019	0.174708128003691
Solyc04g005700	0	-1.66887626930952	1	1
Solyc04g005710	-1.86958424243185	-1.55254221346525	1	1
Solyc04g005720	0	-1.66887626930952	1	1
Solyc04g005730	0.0209848478880118	3.73442731495854	0.942035902810844	1
Solyc04g005740	4.32102893783269	-1.00483530088124	0.0210849706621567	0.0728212606847058
Solyc04g005750	0	-1.66887626930952	1	1
Solyc04g005760	2.64817333768241	-0.863593577451296	0.0619536364638355	0.181619443987811
Solyc04g005770	-0.887760303728143	-0.857754565731697	0.560918025997637	1
Solyc04g005780	0.329730323720344	-0.734050391787425	1	1
Solyc04g005790	0.553389116990117	1.26561367829643	0.278673789883149	0.619876037744819
Solyc04g005800	0.560601218989227	-1.16623135127653	1	1
Solyc04g005810	0	-1.66887626930952	1	1
Solyc04g005820	0.378865068709392	3.53943945125257	0.156534589115571	0.393398225229154
Solyc04g005830	1.16069782686742	0.85445275162603	0.0203624180691437	0.0706137100346668
Solyc04g005840	0	-1.66887626930952	1	1
Solyc04g005850	0	-1.66887626930952	1	1
Solyc04g005860	-1.15736455764528	5.19449139333363	9.87912587122034e-07	8.83524089955881e-06
Solyc04g005870	0	-1.66887626930952	1	1
Solyc04g005880	0	-1.66887626930952	1	1
Solyc04g005890	0	-1.66887626930952	1	1
Solyc04g005900	0.517655842161482	1.70547245579716	0.196111366835061	0.473566472156399
Solyc04g005910	-1.38038303226303	1.29552914128952	0.00295602680058814	0.0129597200737311
Solyc04g005920	-3.83455652819256	-1.1648936352809	0.0798162394180461	0.224870677162963
Solyc04g005930	0	-1.66887626930952	1	1
Solyc04g006930	-2.17507829336725	1.79973162041927	1.2065276862378e-06	1.06073637873367e-05
Solyc04g006940	-1.01712876493943	-0.796193182742844	0.452134229216071	0.905598418386578
Solyc04g006950	0	-1.66887626930952	1	1
Solyc04g006960	1.26878187259901	1.34539829406025	0.0132278420325499	0.0485584852287907
Solyc04g006970	-2.4253723453689	5.08539531789341	2.64381631842497e-19	1.08910805800645e-17
Solyc04g006980	-1.8389355743204	-1.55503822971442	0.99999999999999	1
Solyc04g006990	0.60367209196926	2.17764623606161	0.14601251977969	0.372809115093692
Solyc04g007000	1.08002249816556	3.52749462143115	0.00202180720552094	0.00923468352309952
Solyc04g007010	0	-1.66887626930952	1	1
Solyc04g007020	0.633887413304767	6.40500831281671	0.00141911875229377	0.00674445557833664
Solyc04g007030	-0.341751207077695	0.364882469686596	0.589432587659703	1
Solyc04g007040	0	-1.66887626930952	1	1
Solyc04g007050	-1.86958072889486	-1.55254221346525	1	1
Solyc04g007060	0.130688930342755	3.39281748087544	0.698451234202721	1
Solyc04g007070	-0.719225349093208	2.32787073019259	0.065608670873804	0.190916064474157
Solyc04g007080	0.0277484855480225	-1.44578159342707	1	1
Solyc04g007090	0	-1.66887626930952	1	1
Solyc04g007100	-0.470521754474147	3.04399151494811	0.134937755136896	0.350144468552565
Solyc04g007110	-0.725959628785156	1.8753583815358	0.0664333265713817	0.192947023078842
Solyc04g007120	-0.721492297608005	7.83696469498478	2.02839445552575e-05	0.000143112666105329
Solyc04g007130	0.989206597670478	4.40700941568018	0.000117691856768685	0.000714150814259326
Solyc04g007140	0.809784872941741	-0.306331562954093	0.347487722030451	0.738959346169716
Solyc04g007150	0.465542950282138	5.00166656731413	0.0499572294265405	0.151797449028718
Solyc04g007160	0.599230619389342	4.80442476844278	0.0170691071136944	0.0606154906163479
Solyc04g007170	-1.18276156763173	1.17012968629461	0.00827184496907541	0.0322759955327058
Solyc04g007180	-1.55938364655553	3.25044280783545	2.99315714881275e-07	2.91402770694758e-06
Solyc04g007190	0	-1.66887626930952	1	1
Solyc04g007200	0	-1.66887626930952	1	1
Solyc04g007210	1.1743076061188	4.13641356369337	7.5726189107012e-06	5.7821973815286e-05
Solyc04g007220	0.396004199559761	5.81278896499862	0.0381384633848338	0.120534621219978
Solyc04g007230	0.58885388593761	5.23106267384386	0.00246013435703721	0.0110003265643774
Solyc04g007240	-4.81345174763717	-0.789423527800204	0.00681884430156086	0.0272588932957642
Solyc04g007250	0.672485268165854	1.84703128868101	0.116903850064053	0.309642285193682
Solyc04g007260	-0.381572892141715	1.72684868166552	0.409005295481507	0.840157030749788
Solyc04g007270	1.51111580431328	6.79216378392797	1.9849143679017e-15	5.76821098360858e-14
Solyc04g007280	-0.0226573630006715	8.05268005215394	0.89728268499802	1
Solyc04g007290	-0.720629146030077	1.90561022236419	0.22565611390166	0.531242618633512
Solyc04g007300	4.09816431788117	-1.08412711855775	0.0531480964788196	0.159867816926805
Solyc04g007310	0	-1.66887626930952	1	1
Solyc04g007320	2.78666675143427	2.54989335098973	1.84108209376116e-09	2.52210090217136e-08
Solyc04g007330	-0.252376535691413	1.64278003816921	0.587505015279095	1
Solyc04g007340	-0.638727946227746	0.971692949630886	0.223999195396049	0.528129544335568
Solyc04g007350	-1.95788736978434	1.91438241956585	2.13580952947731e-06	1.79719548170968e-05
Solyc04g007360	0	-1.66887626930952	1	1
Solyc04g007370	0.672039285778433	5.98201800039553	0.000327865112231422	0.00180497332791068
Solyc04g007380	-2.21498824394597	-0.941912582023207	0.273095801345423	0.614095170302165
Solyc04g007390	0.277669094356308	0.804604378092305	0.737860622414544	1
Solyc04g007400	-0.426020041572301	-0.669194276047744	0.79634764187843	1
Solyc04g007410	-0.352802327240227	0.548113146484112	0.635222218278943	1
Solyc04g007420	0.647783888788708	2.52227458235774	0.0471533265978916	0.144616583305218
Solyc04g007430	0	-1.66887626930952	1	1
Solyc04g007440	0	-1.66887626930952	1	1
Solyc04g007450	0.518927886508303	4.00869477517245	0.0463070213309495	0.142360475368262
Solyc04g007460	-0.584963725871486	7.15455773107308	0.000822888803281881	0.00413731858572027
Solyc04g007470	-4.37292359014679	3.53010643651997	2.19464396023257e-32	2.73166311136188e-30
Solyc04g007480	0	-1.66887626930952	1	1
Solyc04g007490	-2.11042335496419	3.32345169667767	2.81908596179534e-12	5.58780811616819e-11
Solyc04g007500	3.93795832606471	3.6706248888406	1.5855249857935e-26	1.23454094577693e-24
Solyc04g007510	-0.322579160386783	3.39622418742889	0.238793119446434	0.555876703245496
Solyc04g007520	0.186413896392823	3.97082869787136	0.471605095834936	0.935853152174848
Solyc04g007530	2.245103124007	4.06251108281448	5.07405525476476e-09	6.48772889662061e-08
Solyc04g007540	0.351129117247227	1.33139288134652	0.547917657687129	1
Solyc04g007550	0.36174840661926	8.5381371366702	0.0388060699149859	0.122410608587312
Solyc04g007560	0.96415303377351	8.40271353487431	5.88217381701268e-09	7.45511861837224e-08
Solyc04g007570	1.08152640880229	-0.164943412052003	0.239840747936554	0.557978807100738
Solyc04g007580	1.75758808086747	1.00595287894853	0.00214892825733236	0.00974991267211667
Solyc04g007590	0	-1.66887626930952	1	1
Solyc04g007600	0.460450279213087	3.59554861418743	0.091341920068364	0.251748480810641
Solyc04g007610	0.0839201224412594	5.51357333923541	0.655947802068228	1
Solyc04g007620	5.22840079886404	4.94772707886971	1.55288605297682e-60	1.17232769482013e-57
Solyc04g007630	0	-1.66887626930952	1	1
Solyc04g007640	-0.45198563511306	4.54804693366133	0.0351246038838794	0.112359259310564
Solyc04g007650	0.305509299759793	3.93483602908129	0.26221424483044	0.599586098651918
Solyc04g007660	0.150148064777575	4.5138150883627	0.543977671695956	1
Solyc04g007670	2.71121910627308	-1.44457339946711	0.532736191574318	0.996590902769428
Solyc04g007680	0	-1.66887626930952	1	1
Solyc04g007690	-1.83897335406823	-1.55503822971442	0.999999999999997	1
Solyc04g007700	-1.05367243001359	3.23076006084311	0.000392725436367277	0.00212531965540384
Solyc04g007710	0.596943685788225	4.8542675124034	0.00222831448968007	0.0100693138950058
Solyc04g007720	1.42285309278994	2.09808139618419	6.58658281868601e-05	0.000420386439155503
Solyc04g007730	-0.710393999806155	3.86087499385279	0.00345071346912026	0.0148879272757037
Solyc04g007740	0	-1.66887626930952	1	1
Solyc04g007750	0	-1.66887626930952	1	1
Solyc04g007760	0	-1.66887626930952	1	1
Solyc04g007770	-0.525558295090812	6.96684246251282	0.204171311312837	0.489185671861522
Solyc04g007780	-1.20799751802156	1.51389110849538	0.0796848319328924	0.224648088856434
Solyc04g007790	-2.59383818224551	-1.44973817592865	0.532989786629162	0.996590902769428
Solyc04g007800	-1.83900621819714	-1.55503822971442	1	1
Solyc04g007810	2.28095288838006	2.04123366699179	0.000318176825471912	0.00175581227048515
Solyc04g007820	0	-1.66887626930952	1	1
Solyc04g007830	0	-1.66887626930952	1	1
Solyc04g007840	1.40934508693892	3.59414211594359	4.75210296074656e-08	5.23892950850304e-07
Solyc04g007850	1.187811566085	4.11666743814932	1.04265539676784e-06	9.29132511253701e-06
Solyc04g007860	0.487206511593639	7.65572633932239	0.00402062270753701	0.0170710557237606
Solyc04g007870	-1.10923018951421	5.23957519557216	2.0811110701308e-07	2.07853736360174e-06
Solyc04g007880	-1.29305991109272	6.8495712888239	1.2735853237521e-13	3.01896228927912e-12
Solyc04g007890	-0.465348015377894	5.00292062829623	0.0411679326341739	0.128819498701294
Solyc04g007900	1.21944686965432	1.68369916649443	0.00230996991160576	0.0103977090240225
Solyc04g007910	-0.619468541639997	-0.21595816598291	0.568035546086255	1
Solyc04g007920	-1.92327420567926	-1.08500402699971	0.243821784778798	0.565041123961699
Solyc04g007940	1.90304321342051	-1.55243817593902	0.999999999999998	1
Solyc04g007950	0.443151206470877	-0.297504152543898	0.710142846113544	1
Solyc04g007960	1.16799139634565	1.76263689889953	0.00281908707193101	0.0124220830791712
Solyc04g007970	-0.731300073363295	7.29912300301046	1.85929914268631e-05	0.000132126652016946
Solyc04g007980	-1.2714492606932	6.49419474750902	1.51232964765092e-09	2.09906761286864e-08
Solyc04g007990	2.02170629461446	1.3342938233994	1.48013917182497e-05	0.000107084985458262
Solyc04g008000	0	-1.66887626930952	1	1
Solyc04g008010	1.03800988555804	4.82004771846216	9.73503188978171e-07	8.71759805148142e-06
Solyc04g008020	-1.90091237286448	7.05222308351942	5.18305662083848e-26	3.86248942643472e-24
Solyc04g008030	1.16900869703689	3.26552209969223	0.000225757267962996	0.00128522502369688
Solyc04g008040	0.90058807143133	0.895475951448881	0.0906733232420756	0.250149932128885
Solyc04g008050	0.720358230839686	5.02795599428151	0.0016897522500327	0.00788552590246665
Solyc04g008060	1.52401236905811	2.44478852824192	0.00797736244113534	0.0312992730192416
Solyc04g008070	0	-1.66887626930952	1	1
Solyc04g008080	0	-1.66887626930952	1	1
Solyc04g008090	0	-1.66887626930952	1	1
Solyc04g008100	4.05422434877018	4.75780994151721	5.49054230547422e-28	4.81490057177281e-26
Solyc04g008110	-1.39442761474026	4.43455067896422	2.18407261644245e-09	2.9639034681984e-08
Solyc04g008120	-1.83898289203988	-1.55503822971442	0.999999999999993	1
Solyc04g008130	-3.51082106417994	-1.25590132586538	0.147977974919904	0.376905263968676
Solyc04g008140	-1.83901660242195	-1.55503822971442	1	1
Solyc04g008150	0	-1.66887626930952	1	1
Solyc04g008160	-1.62267493075224	-1.16876189440536	0.409545878730679	0.840333250446705
Solyc04g008170	-2.59382590790106	-1.44973817592865	0.533000609914776	0.996590902769428
Solyc04g008180	-3.14837719539047	-1.34740859245932	0.275744885570011	0.615621143290235
Solyc04g008190	-3.1492855179419	-1.34714122730017	0.263531118671828	0.599833710467722
Solyc04g008200	-2.34331602432607	1.2256751965465	5.4656685450208e-05	0.000354910754605343
Solyc04g008210	0.845831626634909	4.03375665576444	0.0016029805543638	0.00752049523255763
Solyc04g008220	0.927638802030782	2.92377291365213	0.00276023667952186	0.012196811193505
Solyc04g008230	-1.86666593670662	-1.5528125803482	1	1
Solyc04g008240	0.165469444608836	5.87917304576423	0.409452715980502	0.840333250446705
Solyc04g008250	-3.28928953479581	-0.511290756556984	0.0105041877955838	0.0397882776589485
Solyc04g008260	-1.7910044542375	-1.09089411690018	0.483026475724285	0.952530404456402
Solyc04g008270	0	-1.66887626930952	1	1
Solyc04g008280	0.871618983817757	6.60400973411735	7.22358920344222e-07	6.59100321250494e-06
Solyc04g008290	1.20971538266086	4.14667605881807	2.83328969508853e-07	2.76629656212542e-06
Solyc04g008300	-0.114087596836376	4.15595764217012	0.621217196282974	1
Solyc04g008310	-1.30055859776314	3.4204711432447	0.000394948543593895	0.0021356864019597
Solyc04g008320	0	-1.66887626930952	1	1
Solyc04g008330	-0.410967784449231	-1.17055874783875	1	1
Solyc04g008340	-1.3358657955183	5.24474340301911	4.45602079546982e-11	7.626625636485e-10
Solyc04g008350	0	-1.66887626930952	1	1
Solyc04g008360	4.88110218187817	0.454058462712692	3.42508004219498e-08	3.86679956519197e-07
Solyc04g008370	0	-1.66887626930952	1	1
Solyc04g008380	0.413005657517789	6.26248209913306	0.0212285243223369	0.073273329106629
Solyc04g008390	1.88603888404137	-1.55374345716817	0.999999999999993	1
Solyc04g008400	0.980646527165755	-0.491567601280694	0.417538560686724	0.851380517701124
Solyc04g008410	-1.00227583886429	2.17945060480663	0.00484367325360763	0.0201734517963579
Solyc04g008420	0	-1.66887626930952	1	1
Solyc04g008430	2.7381842606488	-0.390485450712461	0.00594893039545858	0.0241963581451265
Solyc04g008440	0	-1.66887626930952	1	1
Solyc04g008450	0.98321828672347	-0.861176328768143	0.543716965495111	1
Solyc04g008460	0.41800373458442	7.32330549473983	0.0166069192789929	0.0591313940122615
Solyc04g008470	0	-1.66887626930952	1	1
Solyc04g008480	0.0344771284052528	-1.44467696907439	1	1
Solyc04g008490	0.471501896468464	5.31927288316409	0.0249423302332208	0.0839558303779257
Solyc04g008500	0.550329877712323	3.93698048651159	0.0305697732050161	0.099802248198796
Solyc04g008510	0.632149356509179	6.14458317693527	0.000742153798279856	0.00376886686271456
Solyc04g008520	0.251369681094799	5.3140695446607	0.18699558578911	0.455545121550222
Solyc04g008530	0	-1.66887626930952	1	1
Solyc04g008540	-0.869775876670391	4.13675335972993	0.000105742107147128	0.000647295285545267
Solyc04g008550	0.540903705836791	6.07004400994922	0.00353331123796258	0.0152008547275429
Solyc04g008560	-0.468864562174261	4.45451732425952	0.0284683594413509	0.0939574908116131
Solyc04g008570	-0.389584130967007	-0.670879374744481	0.800139706535157	1
Solyc04g008580	-0.446815775101123	5.40198141179248	0.0203696649831021	0.0706317879049611
Solyc04g008590	0.620595831981972	5.1418316255726	0.00238226934116105	0.0106829890767691
Solyc04g008600	1.12600404667504	-0.442617913727056	0.261067367931883	0.597548438375892
Solyc04g008610	-0.174685106674376	6.52319672357082	0.3308657471447	0.709651954857266
Solyc04g008620	0.492519157281386	4.7770308405762	0.0303551875055734	0.0992136090829222
Solyc04g008630	0.471650678329618	5.68249677104191	0.0135673628779498	0.0496421673862145
Solyc04g008640	-0.749715358647389	5.04946786843046	0.000161428875999088	0.000950481616958346
Solyc04g008650	0.705300861632763	1.07722413842043	0.156026906997618	0.392571699136044
Solyc04g008660	0.0716250627822717	4.6035344032654	0.761032060315646	1
Solyc04g008670	0.0277474446751527	-1.44578159342707	1	1
Solyc04g008680	0.474237278873284	7.5426457518448	0.0105841308392989	0.0400474081124791
Solyc04g008690	0.628780408002929	4.10704339970472	0.00865891690140072	0.0336050745680535
Solyc04g008700	-0.225507557643604	6.09721927798146	0.219541454299779	0.519347144650437
Solyc04g008710	0.970094291005607	7.37428963065671	2.00536218027333e-06	1.69729983997933e-05
Solyc04g008720	-0.412941583732884	1.42349877648641	0.346030393594102	0.736536774645564
Solyc04g008730	-1.15401375873916	0.538684526055193	0.0744470585624414	0.212060212040042
Solyc04g008740	0.218370139685102	9.31892877691403	0.193784453321288	0.468860357450594
Solyc04g008750	0.168992154328525	5.21414993769164	0.384092363960446	0.801807919034877
Solyc04g008760	-0.365731730268134	3.53671291680763	0.224489766661298	0.529080732120305
Solyc04g008770	1.56735721122593	3.93954736306547	1.14590694708815e-09	1.62291641727284e-08
Solyc04g008780	-0.501783795093995	-0.0503914799351913	0.603117644544005	1
Solyc04g008790	-1.25241187090559	2.754134480469	6.13236601770062e-05	0.00039349348613579
Solyc04g008800	-0.373526329623996	4.84084860901386	0.076713461759114	0.217418459684057
Solyc04g008810	1.26699040493825	5.76869289702663	7.48727312625879e-11	1.24288018095406e-09
Solyc04g008820	0.323677078229141	0.961533613274622	0.547417381240133	1
Solyc04g008830	-1.83902042547793	-1.55503822971442	1	1
Solyc04g008840	-0.15249122024937	3.72117942124558	0.537033229382883	0.998715428853468
Solyc04g008850	3.86430096784382	-1.16551453705505	0.0849042897716412	0.236914700508513
Solyc04g008860	0.171298953316306	3.92160193536788	0.517355852840935	0.983695614411255
Solyc04g008870	0.976933145082455	2.04066131561111	0.00552260603466558	0.0226694491448974
Solyc04g008880	-0.461935858899869	-1.1652468560491	1	1
Solyc04g008890	1.24673787093409	3.44472393908248	4.56243582637089e-06	3.61817101946522e-05
Solyc04g008900	1.88604234161489	-1.55374345716817	1	1
Solyc04g008910	0.980995591241539	-0.858519381045328	0.559446835535719	1
Solyc04g008920	0	-1.66887626930952	1	1
Solyc04g008930	-2.02284999742184	0.377330435512113	0.0022610280054659	0.0102012108023664
Solyc04g008940	-1.08218165488411	3.3414144225799	7.48167976764071e-05	0.00047282309971039
Solyc04g008950	-1.31207370069501	3.28283355283662	1.49201034551505e-05	0.000107898882275513
Solyc04g008960	0.319875704943031	1.77106164322437	0.487309136534069	0.959069673245601
Solyc04g008970	-0.0613424996168587	1.49537831855808	0.952763759675313	1
Solyc04g008980	-1.15297915565773	5.16138355749106	2.64438543211912e-09	3.53878893646245e-08
Solyc04g008990	0.400614407444554	2.58634912291172	0.252527336289748	0.580878108719221
Solyc04g009000	0.920842740371652	2.11597101407517	0.0137013598151313	0.050069148931923
Solyc04g009010	0.0971350034101734	2.65443255306655	0.778803754541453	1
Solyc04g009020	2.37084687274946	2.43209946555079	3.47473937037023e-11	6.02432721491996e-10
Solyc04g009030	1.14467374142449	4.62920625887582	0.0494046793327521	0.150524328758421
Solyc04g009040	0	-1.66887626930952	1	1
Solyc04g009050	1.80706199474133	5.95396370046193	2.44860159650047e-14	6.30805546303204e-13
Solyc04g009060	1.27757501988521	7.19493227795917	2.56261678160432e-12	5.10861038890776e-11
Solyc04g009070	0	-1.66887626930952	1	1
Solyc04g009080	0	-1.66887626930952	1	1
Solyc04g009090	0	-1.66887626930952	1	1
Solyc04g009100	0	-1.66887626930952	1	1
Solyc04g009110	-2.59380518447442	-1.44973817592865	0.533018886761719	0.996590902769428
Solyc04g009120	0	-1.66887626930952	1	1
Solyc04g009130	-3.14928773639772	-1.34714122730017	0.263546428354895	0.599833710467722
Solyc04g009140	1.52321240052807	3.65701447734156	6.2469162300909e-09	7.8800094414227e-08
Solyc04g009150	1.35510021869935	-1.25426772688002	0.646499390293915	1
Solyc04g009160	-0.115276307292671	4.28918178464976	0.655283153071486	1
Solyc04g009170	0.773419623574564	1.14063952880174	0.104587518431729	0.281529397145852
Solyc04g009180	-0.240328134448895	0.174184009284611	0.777640537512801	1
Solyc04g009190	0.834433797720644	3.54734523005296	0.00293096005652891	0.0128660662221059
Solyc04g009200	-0.000630581464281496	5.12277577465285	1	1
Solyc04g009210	1.99668949079302	1.2845985729352	0.000282513287919969	0.00157578524728506
Solyc04g009220	0.900081449625022	1.5310099909059	0.0255789367839503	0.0857412874224173
Solyc04g009230	-0.652221214269178	6.13854910400445	0.00130810036800722	0.00627870096472521
Solyc04g009240	0	-1.66887626930952	1	1
Solyc04g009250	-2.1587375890857	-1.00749364884179	0.149061770428608	0.378537720476565
Solyc04g009260	-0.877859770184036	-0.504467455876849	0.484284070543353	0.954256815228462
Solyc04g009270	0.341645260605978	-0.346025915287933	0.840701203955025	1
Solyc04g009280	0.30690525096407	1.15746490781346	0.605103744193177	1
Solyc04g009290	-2.00858655013988	0.200688314353778	0.00324184328359098	0.0140689192338495
Solyc04g009300	0.249665130880459	5.60955817412074	0.203917794330324	0.488679404023819
Solyc04g009310	0.191220054441477	3.73026530778662	0.452466013623018	0.906096952283273
Solyc04g009320	0.922676435820884	3.23805592430455	0.00247439742910554	0.0110518841827072
Solyc04g009330	0.0618714229480773	1.73318769035059	0.901754921453654	1
Solyc04g009340	-0.319365380496904	4.95007209877273	0.108910448086106	0.291583773856001
Solyc04g009350	0.973522976469642	4.1623549124643	0.0099330950748525	0.0379187196509182
Solyc04g009360	-0.963392084671515	3.34271820153039	0.00034640149517464	0.00189728137266212
Solyc04g009370	-1.16211753733532	3.3943052972554	3.72884486085621e-05	0.00025022530528107
Solyc04g009380	-1.19152626413719	3.40722493345865	5.80842596956482e-06	4.5194071229734e-05
Solyc04g009390	0	-1.66887626930952	1	1
Solyc04g009400	1.02023409224586	-0.35134693682073	0.344007823254481	0.733040417141704
Solyc04g009410	1.33472958874082	6.91597330883131	1.74865906983456e-13	4.06663035326436e-12
Solyc04g009420	-1.11004053444175	-1.00846619804554	0.491478550917704	0.964869446419759
Solyc04g009430	-0.303924656627176	3.6878926947645	0.293994811521183	0.647403793259108
Solyc04g009440	1.61884069567373	8.29458106674375	7.30702497888446e-13	1.55706613115454e-11
Solyc04g009450	-2.33506289429671	2.84532254898151	6.6583926745706e-13	1.43173995300194e-11
Solyc04g009460	-3.07032333474832	-1.35179421634764	0.314244816017869	0.682705731600719
Solyc04g009470	-0.945843959416189	3.42621973166312	0.000539730343351351	0.00283001896928316
Solyc04g009480	-2.88749809285327	-0.727531559259007	0.0264201757175145	0.0880934654001082
Solyc04g009490	1.81447414642682	-0.553996800569285	0.104857428066961	0.282124731113454
Solyc04g009500	1.45640231986243	8.20208735153923	1.47620306106413e-16	4.79551952306585e-15
Solyc04g009510	-1.38135279502261	4.54253216397355	1.92543690605755e-10	3.02691930451157e-09
Solyc04g009520	1.48081833914015	1.90588767050073	0.000152601175725524	0.000903868502374257
Solyc04g009530	1.10845376696258	0.263667197466521	0.12134124554328	0.319761529365721
Solyc04g009540	0.614525963573048	4.59733372173646	0.0187683299097685	0.0658085412738823
Solyc04g009550	1.30892144799765	1.98634634832455	0.000248473555139175	0.00140396048638434
Solyc04g009560	-1.4513956198191	5.26766341864307	7.01187959605412e-12	1.33279443203159e-10
Solyc04g009570	1.0876484918221	4.45632763036287	1.96111183741356e-06	1.66430915879425e-05
Solyc04g009580	0.0899813404619296	3.21729327284973	0.76282379999593	1
Solyc04g009590	0	-1.66887626930952	1	1
Solyc04g009600	2.90900599630884	3.43948267041698	7.81382070832754e-22	4.09895093259955e-20
Solyc04g009610	0.629273397671015	0.815906690258074	0.252741016346854	0.581292620350832
Solyc04g009620	-0.289741072569152	5.68523094149873	0.155295665146551	0.390963648219825
Solyc04g009630	-1.36505510674518	4.59130062403009	1.82354810319044e-07	1.83607871787458e-06
Solyc04g009640	2.72026565632066	2.48120169656017	4.11304445386068e-10	6.1645962343211e-09
Solyc04g009650	-0.486717003860251	5.21790533448663	0.0105649042671451	0.0399833729822525
Solyc04g009660	-0.745704552193461	-1.34760119388394	1	1
Solyc04g009670	-0.268646770454452	0.0230691303712492	0.886838319719967	1
Solyc04g009680	-0.247308757218279	-0.861274297378451	1	1
Solyc04g009690	-1.24457173372869	-1.25654862220243	0.645414956365129	1
Solyc04g009700	1.29183805568827	2.28783646214342	0.000261149016246593	0.00146793814943273
Solyc04g009710	-0.765813192376713	-1.34430547986804	1	1
Solyc04g009720	-0.813762829916847	0.579635195697472	0.154458489451898	0.389307589141824
Solyc04g009730	-1.45364835712971	0.873922473630722	0.00816515971130699	0.0319278798890393
Solyc04g009740	-0.757496716509438	4.64094826895137	0.000253467541680995	0.00142845948068093
Solyc04g009750	0	-1.66887626930952	1	1
Solyc04g009760	0	-1.66887626930952	1	1
Solyc04g009770	-0.384438970406042	9.56350561556898	0.0350986224775103	0.112286491273745
Solyc04g009780	1.90303438944545	-1.55243817593902	1	1
Solyc04g009790	-1.13076466946197	2.69311785065293	0.000335664584541158	0.00184469441800298
Solyc04g009800	0.341406672349964	6.96937762576918	0.0691341198044991	0.199459776451637
Solyc04g009810	0.885833128647532	3.28895041497522	0.00171853947969768	0.00799996253504844
Solyc04g009820	-0.431118065584249	1.74359367369572	0.554521575119174	1
Solyc04g009830	1.51480718235925	4.45570103063819	1.13741267469596e-10	1.84402100626362e-09
Solyc04g009840	-0.175784102791907	-0.137596348757402	1	1
Solyc04g009850	0.341482604592243	1.70310585401795	0.432066571565348	0.873427667338994
Solyc04g009860	1.94399794222435	2.92308294681948	4.35923184529997e-08	4.83806469452643e-07
Solyc04g009870	-1.86666622392005	-1.5528125803482	1	1
Solyc04g009880	0	-1.66887626930952	1	1
Solyc04g009890	-1.83902556233413	-1.55503822971442	1	1
Solyc04g009900	-0.203197137270211	3.845054306049	0.525140671537327	0.995173811758622
Solyc04g009910	-1.89900296763522	2.40459404791148	6.61157035174973e-08	7.13930359468945e-07
Solyc04g009920	1.14817370295285	5.44083980901962	8.14685756968116e-08	8.66511249072948e-07
Solyc04g009930	0	-1.66887626930952	1	1
Solyc04g009940	-0.36426328617922	3.6925540579112	0.232531980876043	0.54425679718827
Solyc04g009950	-0.383647378434202	7.86848884877333	0.0297188840604288	0.097381363159701
Solyc04g009960	0.31625006833628	7.28516145144088	0.101261194551036	0.274242157329066
Solyc04g009970	1.17311882168086	5.60718298487061	1.78292021821854e-10	2.81946586603257e-09
